"","TCI"
"2022-05-01",74.0776449072663
"2022-05-02",73.6899704363857
"2022-05-03",73.6522629036317
"2022-05-04",73.8034566474455
"2022-05-05",74.7476522144157
"2022-05-06",74.683855509606
"2022-05-07",74.6090620963458
"2022-05-08",74.5866574138181
"2022-05-09",79.3496085759313
"2022-05-10",79.3309008061948
"2022-05-11",79.1093514915759
"2022-05-12",78.9121504164697
"2022-05-13",78.5187220731588
"2022-05-14",78.433074141652
"2022-05-15",78.3934881589009
"2022-05-16",76.9205446491718
"2022-05-17",76.9221738781986
"2022-05-18",76.9027927752544
"2022-05-19",76.9574741109213
"2022-05-20",76.9052002337563
"2022-05-21",76.8946993750268
"2022-05-22",76.8697810515829
"2022-05-23",76.8646695536582
"2022-05-24",76.8784678845998
"2022-05-25",76.8753829226099
"2022-05-26",76.9493665668393
"2022-05-27",76.7600580267332
"2022-05-28",76.6766879274595
"2022-05-29",76.5988902840288
"2022-05-30",77.7105558484822
"2022-05-31",77.561049961187
"2022-06-01",77.4030860698283
"2022-06-02",77.4827109431909
"2022-06-03",77.4824469322851
"2022-06-04",77.4691434624284
